iter	RMSE
117	0.2888712354
118	0.2887586618
119	0.2886697036
120	0.2885593367
121	0.288464092
122	0.2883593833
123	0.288201014
124	0.2880658725
125	0.2879432693
126	0.2878170525
127	0.2876667603
128	0.287544074
129	0.2874333826
130	0.2872572202
131	0.2871321537
132	0.2870174105
133	0.286856249
134	0.2867737315
135	0.2866399337
136	0.2865308026
137	0.2864043578
138	0.2863032751
139	0.2861856458
140	0.2860515695
141	0.2859551379
142	0.2858404764
143	0.2857404851
144	0.285647271
145	0.2855495439
146	0.2854563237
147	0.2853256
148	0.2852252656
149	0.2851143893
150	0.2849985714
151	0.2849039923
152	0.2847710894
153	0.2846588733
154	0.2845670049
155	0.2844780782
156	0.2843695223
157	0.284286918
158	0.2841650599
159	0.2840373813
160	0.2839080093
161	0.2838056789
162	0.2836628629
163	0.2835542559
164	0.2834328948
165	0.2833540383
166	0.2832666163
167	0.2831762537
168	0.2830922797
169	0.2829976827
170	0.282907546
171	0.282819073
172	0.2827293738
173	0.2826394406
174	0.2825139891
175	0.2823985404
176	0.2823312374
177	0.2822440736
178	0.2821344774
179	0.2820522452
180	0.2819257895
181	0.2818309974
182	0.2817105205
183	0.2815898209
184	0.2815225391
185	0.2814396068
186	0.2813556718
187	0.2812790599
188	0.281185958
189	0.2811028809
190	0.2810147391
191	0.2809166618
192	0.2808378526
193	0.2807719475
194	0.2806866283
195	0.2805854351
196	0.2804876617
197	0.2803829152
198	0.2803214374
199	0.2802559712
200	0.2801420493
201	0.2800647266
202	0.2799665128
203	0.2798673055
204	0.2797905549
205	0.2797255396
206	0.2796270288
207	0.2795657053
208	0.2794777352
209	0.2793663813
210	0.2792822164
211	0.2792016635
212	0.2791342757
213	0.2790404992
214	0.2789538196
215	0.2788278946
216	0.2787500014
217	0.2786663561
218	0.2785814586
219	0.2784641306
220	0.2784051284
221	0.2783334833
222	0.2782199649
223	0.2781559063
224	0.278069766
225	0.2779700802
226	0.2778730046
227	0.2777901817
228	0.277720835
229	0.2776254855
230	0.2775346694
231	0.2774638038
232	0.277346024
233	0.2772798594
234	0.2771934999
235	0.2771343478
236	0.2770995889
237	0.2770418957
238	0.2769596902
239	0.2768841579
240	0.2767825213
241	0.2766975662
242	0.2766455265
243	0.276581964
244	0.2765217645
245	0.276427489
246	0.276351543
247	0.2762684918
248	0.2762197581
249	0.2761247931
250	0.2760603702
251	0.2759690612
252	0.2759118854
253	0.2758452614
254	0.2757630386
255	0.2756908385
256	0.2756033609
257	0.2755506732
258	0.2754699227
259	0.2754260029
260	0.2753511152
261	0.2752473006
262	0.2751935399
263	0.2751311686
264	0.2750818097
265	0.2749774898
266	0.2749308139
267	0.2748739118
268	0.274771369
269	0.274678169
270	0.2745735642
271	0.2745140507
272	0.2744263162
273	0.274298661
274	0.274228735
275	0.2741257693
276	0.2740388589
277	0.273971899
278	0.2738868936
279	0.2738214241
280	0.2737552489
281	0.2736584101
282	0.2735970298
283	0.273539583
284	0.2734722734
285	0.2734046883
286	0.2733526491
287	0.2732954197
288	0.2732254482
289	0.2731593516
290	0.2730869494
291	0.2730220364
292	0.2729613932
293	0.2728981687
294	0.272830362
295	0.2727659746
296	0.2726867376
297	0.2726303683
298	0.2725792041
299	0.2725043795
300	0.2724389216
301	0.2723642609
302	0.2723175411
303	0.2722347391
304	0.2721535717
305	0.2721133964
306	0.2720567807
307	0.2719838012
308	0.2719120153
309	0.2718641531
310	0.2718172469
311	0.2717460595
312	0.2716780882
313	0.2715915856
314	0.271554737
315	0.2714957227
316	0.2714394412
317	0.2713696209
318	0.2713016725
319	0.2712347487
320	0.2711665881
321	0.271106725
322	0.2710218976
323	0.2709724432
324	0.2708879671
325	0.2708141181
326	0.2707366329
327	0.2706857306
328	0.2706241784
329	0.2705739691
330	0.2704876597
331	0.2704489462
332	0.2703774552
333	0.2703262542
334	0.2702717625
335	0.2701731897
336	0.2701142904
337	0.2700718085
338	0.2700030712
339	0.269935142
340	0.2698767114
341	0.2697956214
342	0.2697355909
343	0.2696988344
344	0.2696331449
345	0.2695761734
346	0.2695025121
347	0.2694469054
348	0.269365689
349	0.2693170797
350	0.2692455478
351	0.2691870925
352	0.2691248682
353	0.2690257204
354	0.268952678
355	0.2688867013
356	0.2688327472
357	0.2687894488
358	0.268729257
359	0.2686801097
360	0.2686220871
361	0.2685607342
362	0.2685073566
363	0.2683989537
364	0.2683482219
365	0.2682914472
366	0.2682337859
367	0.2681726111
368	0.2681065139
369	0.2680425009
370	0.2679511456
371	0.2679025265
372	0.2678438244
373	0.2677782852
374	0.2677335044
375	0.2676855075
376	0.2676328814
377	0.2675921532
378	0.2675522836
379	0.2675139566
380	0.2674466621
381	0.2674122088
382	0.2673629927
383	0.2673173625
384	0.2672414654
385	0.267164201
386	0.2671157709
387	0.2670298701
388	0.2669513876
389	0.2668973825
390	0.2668499218
391	0.2668139046
392	0.2667572146
393	0.2667161145
394	0.2666661836
395	0.266611717
396	0.2665748281
397	0.2665262519
398	0.266474854
399	0.2664073836
400	0.2663590189
401	0.2662947069
402	0.2662288346
403	0.2661680417
404	0.2661043324
405	0.2660324182
406	0.2659515165
407	0.265882368
408	0.2658127965
409	0.2657480547
410	0.2657010566
411	0.2656436758
412	0.2655933148
413	0.2655343082
414	0.2654626276
415	0.2654029535
416	0.2653557324
417	0.2652464772
418	0.2651750875
419	0.2651324429
420	0.2650833314
421	0.265045062
422	0.2649680722
423	0.2649345598
424	0.2648893126
425	0.2648237873
426	0.2647902569
427	0.2647231315
428	0.2646449648
429	0.2645723466
430	0.2645103383
431	0.2644653088
432	0.2643810005
433	0.2643239006
434	0.2642690496
435	0.2641842792
436	0.2641322964
437	0.2640868873
438	0.2640367329
439	0.2639781901
440	0.2639499603
441	0.2639068978
442	0.2638561784
443	0.263808399
444	0.2637461283
445	0.2636750385
446	0.2636105184
447	0.2635646962
448	0.2634977045
449	0.2634520688
450	0.263404384
451	0.2633454996
452	0.2633018453
453	0.2632423139
454	0.2631782157
455	0.2631438377
456	0.2631029595
457	0.2630442997
458	0.2629859231
459	0.2629200743
460	0.2628669175
461	0.2627932991
462	0.2627558094
463	0.2627282172
464	0.2626940243
465	0.2626348139
466	0.2625772459
467	0.2625437279
468	0.2624882112
469	0.2624349516
470	0.2623803053
471	0.2623375495
472	0.2622913421
473	0.2622324555
474	0.2621484531
475	0.2620983032
476	0.2620474334
477	0.2620042368
478	0.261943356
479	0.2618902585
480	0.2618237054
481	0.2617763872
482	0.2616995119
483	0.2616573576
484	0.2616134468
485	0.2615635543
486	0.2615062147
487	0.261463309
488	0.2614206698
489	0.2613799841
490	0.2613208914
491	0.2612889514
492	0.261215084
493	0.2611496558
494	0.2610864525
495	0.2609816913
496	0.2609063265
497	0.2608594552
498	0.2608094325
499	0.2607550566
500	0.2607184522
501	0.2606502649
502	0.2606272478
503	0.2605779818
504	0.2605202096
505	0.2604661568
506	0.2604455431
507	0.2603962731
508	0.2603540713
509	0.2602946564
510	0.2602334017
511	0.260198773
512	0.2601541449
513	0.2601128756
514	0.2600379227
515	0.2599813093
516	0.2599394383
517	0.259861975
518	0.2598137587
519	0.259766734
520	0.2597107357
521	0.2596704363
522	0.2595900298
523	0.2595541425
524	0.2595327569
525	0.2594911736
526	0.2594318873
527	0.2593340984
528	0.2592789952
529	0.259226262
530	0.2591913581
531	0.259136651
532	0.2590759113
533	0.2590161813
534	0.2589786948
535	0.2589176358
536	0.2588595094
537	0.2587752259
538	0.2587116452
539	0.2586762309
540	0.2586229417
541	0.2585831526
542	0.2585291351
543	0.2584960164
544	0.2584405093
545	0.2584042849
546	0.2583660076
547	0.2583303051
548	0.258280059
549	0.2582172771
550	0.2581409089
551	0.2580654776
552	0.258009874
553	0.2579369648
554	0.2578846865
555	0.2578311234
556	0.2577844298
557	0.2577185819
558	0.25766127
559	0.2575981465
560	0.2575599487
561	0.2574994111
562	0.2574285812
563	0.2573723688
564	0.2573283061
565	0.2572366772
566	0.2571797187
567	0.257141654
568	0.2570967101
569	0.2570494385
570	0.2569874396
571	0.2569392496
572	0.2568960694
573	0.256861608
574	0.2568182027
575	0.2567396242
576	0.256710082
577	0.2566620317
578	0.2565915016
579	0.2565290967
580	0.2564868198
581	0.2564477968
582	0.2563823658
583	0.256319539
584	0.256280003
585	0.2562228119
586	0.2561826929
587	0.2561501796
588	0.256107589
589	0.256045926
590	0.2559521611
591	0.255921187
592	0.2558743965
593	0.2558187867
594	0.2557681121
595	0.2557079806
596	0.2556629849
597	0.2555945168
598	0.25555473
599	0.2554961616
600	0.2554348135
601	0.2553952008
602	0.2553586382
603	0.2553192062
604	0.2552458433
605	0.2552120881
606	0.2551610267
607	0.2551152984
608	0.2550570967
609	0.2550024057
610	0.2549518478
611	0.2548852221
612	0.2548478145
613	0.254811001
614	0.2547637248
615	0.2547067148
616	0.2546660645
617	0.2546204511
618	0.2545575524
619	0.254504872
620	0.2544525914
621	0.2543903429
622	0.2543421236
623	0.2542848308
624	0.2542428611
625	0.2541975894
626	0.2541503626
627	0.2541148352
628	0.2540803708
629	0.2540366214
630	0.2539609002
631	0.2539250959
632	0.2538714668
633	0.2538347264
634	0.2538052911
635	0.2537637763
636	0.253725437
637	0.2536870694
638	0.2536146036
639	0.2535574397
640	0.2535168541
641	0.2534559672
642	0.253389777
643	0.2533490185
644	0.2532890526
645	0.2532505695
646	0.2531828893
647	0.2531468745
648	0.2530938302
649	0.2530593741
650	0.2529928699
651	0.2529416086
652	0.2529151451
653	0.2528488375
654	0.2528153292
655	0.252752501
656	0.2527017203
657	0.2526499957
658	0.2526153574
659	0.2525553851
660	0.2525073864
661	0.2524731563
662	0.2524320459
663	0.2523931711
664	0.2523273727
665	0.2522653893
666	0.252224384
667	0.252179108
668	0.2521427482
669	0.2521114434
670	0.2520767399
671	0.2520064587
672	0.2519646323
673	0.2519244178
674	0.2518450179
675	0.2518078098
676	0.2517595001
677	0.251716838
678	0.2516428033
679	0.2515826506
680	0.251535351
681	0.2514937269
682	0.2514345289
683	0.2513552624
684	0.2513120706
685	0.2512570201
686	0.2512072745
687	0.2511621515
688	0.2511027535
689	0.2510360997
690	0.2510066384
691	0.2509513108
692	0.2509215776
693	0.2508694016
694	0.2508249863
695	0.2507740813
696	0.2507386071
697	0.2506750732
698	0.2506311394
699	0.2505818164
700	0.2505188884
701	0.2504774729
702	0.2504389594
703	0.250388912
704	0.2503405639
705	0.2502950575
706	0.2502148335
707	0.2501979466
708	0.2501617302
709	0.25013383
710	0.2500926057
711	0.2500506238
712	0.2499983801
713	0.2499313183
714	0.249844408
715	0.2497510624
716	0.2496833539
717	0.2496331485
718	0.249553717
719	0.2494971285
720	0.2494505597
721	0.2494221243
722	0.2493713978
723	0.2493183096
724	0.249288309
725	0.2492560867
726	0.2491887027
727	0.2491417368
728	0.2490813879
729	0.249043851
730	0.2489910235
731	0.2489431331
732	0.2489045776
733	0.2488570724
734	0.2488020713
735	0.2487643552
736	0.2487318875
737	0.2486917862
738	0.2486416925
739	0.2485822827
740	0.2485362514
741	0.2484951988
742	0.24845111
743	0.2483833827
744	0.248330735
745	0.2482655387
746	0.2482212445
747	0.2481500645
748	0.2480900113
749	0.2480252709
750	0.2479650264
751	0.2479205816
752	0.2478707554
753	0.247824342
754	0.2477738601
755	0.2477323452
756	0.2476743038
757	0.2476048617
758	0.2475497781
759	0.2475173262
760	0.2474824505
761	0.2474019746
762	0.2473404004
763	0.2472716109
764	0.247213228
765	0.2471770785
766	0.2471314495
767	0.2470921435
768	0.2470337677
769	0.2469875431
770	0.2469288278
771	0.2468550589
772	0.2468014993
773	0.2467609941
774	0.246705275
775	0.2466524713
776	0.2466028713
777	0.2465423766
778	0.2464911164
779	0.2464447111
780	0.2463814468
781	0.2463267261
782	0.2462836294
783	0.2462260743
784	0.2461739968
785	0.2461275985
786	0.2460759831
787	0.2460480764
788	0.2460031061
789	0.2459560941
790	0.2459094183
791	0.2458468454
792	0.245798886
793	0.2457416082
794	0.2456913041
795	0.2456499703
796	0.2456008781
797	0.2455439734
798	0.2454991808
799	0.2454648361
800	0.245389619
801	0.2453137779
802	0.2452803361
803	0.2452339628
804	0.2451806534
805	0.2451490527
806	0.2450837746
807	0.2450191215
808	0.2449809764
809	0.2449029704
810	0.2448372893
811	0.244774987
812	0.2447199916
813	0.2446418853
814	0.2445945945
815	0.2445217222
816	0.2444606271
817	0.2444013009
818	0.2443205571
819	0.2442624986
820	0.2442232789
821	0.2441833486
822	0.2441505613
823	0.2441073863
824	0.2440616761
825	0.2440173075
826	0.2439702579
827	0.2439096682
828	0.2438615825
829	0.2438267284
830	0.2437714953
831	0.2437050921
832	0.2436675749
833	0.24362737
834	0.2435598457
835	0.2435097292
836	0.2434797221
837	0.2434379165
838	0.243387588
839	0.2433547435
840	0.2432990652
841	0.2432475634
842	0.2431794903
843	0.2431151923
844	0.2430838296
845	0.2430297453
846	0.242964191
847	0.2429060834
848	0.2428661155
849	0.242809985
850	0.2427579367
851	0.2426887171
852	0.2426245232
853	0.2425684427
854	0.2425160286
855	0.2424803875
856	0.2424211889
857	0.2423565848
858	0.2422841788
859	0.2422479015
860	0.2421966385
861	0.242146667
862	0.2420818606
863	0.2420331377
864	0.2419713716
865	0.241919223
866	0.2418215025
867	0.2417452679
868	0.2416942358
869	0.241653188
870	0.2415816686
871	0.2415198466
872	0.2414475649
873	0.2414058185
874	0.2413777099
875	0.2413225917
876	0.2412421997
877	0.2411812559
878	0.2411393543
879	0.2410586514
880	0.2410211698
881	0.2409637697
882	0.2408968107
883	0.2408388019
884	0.2407739875
885	0.2407366144
886	0.2406689512
887	0.2406211442
888	0.2405605682
889	0.2404680263
890	0.2404268425
891	0.2403636943
892	0.2403160285
893	0.2402447513
894	0.2401953401
895	0.2401454171
896	0.240099914
897	0.2400314831
898	0.2399656661
899	0.2399272914
900	0.2398442898
901	0.2397896558
902	0.2397367899
903	0.2396665599
904	0.239611873
905	0.2395245254
906	0.2394723617
907	0.2394145497
908	0.2393375759
909	0.2392998168
910	0.2392618469
911	0.2391948657
912	0.2391235534
913	0.2390794842
914	0.2390469498
915	0.238978158
916	0.2389264902
917	0.2388817359
918	0.2388372836
919	0.2387754345
920	0.2386962297
921	0.2386455113
922	0.2385807044
923	0.2385401756
924	0.2384862945
925	0.2384433702
926	0.2383718153
927	0.2382981946
928	0.2382303265
929	0.2381803343
930	0.2381325284
931	0.2380623482
932	0.2380207287
933	0.2379640674
934	0.2378882804
935	0.2378254914
936	0.2377831496
937	0.2377265549
938	0.237694251
939	0.237634477
940	0.2375781077
941	0.2375330788
942	0.2374912336
943	0.2374300346
944	0.2373796477
945	0.2373363142
946	0.2372822942
947	0.2372325688
948	0.2371521679
949	0.2370779806
950	0.2370560418
951	0.2369887519
952	0.2369155946
953	0.2368773904
954	0.2368348696
955	0.2367907692
956	0.2367526419
957	0.2366800797
958	0.23661832
959	0.2365689062
960	0.23651755
961	0.2364533877
962	0.236407191
963	0.2363610001
964	0.2362983953
965	0.2362344832
966	0.2361747124
967	0.2361074118
968	0.2360514765
969	0.236002132
970	0.2359552049
971	0.2358938222
972	0.2358342357
973	0.235759245
974	0.2357056624
975	0.2356569239
976	0.235591196
977	0.2355208582
978	0.2354488586
979	0.2353644229
980	0.2353137567
981	0.2352711083
982	0.2352150381
983	0.235159397
984	0.2351253665
985	0.2350740391
986	0.23499524
987	0.2349089352
988	0.2348364996
989	0.2347841162
990	0.2347247491
991	0.234690977
992	0.2346418518
993	0.2345894563
994	0.2345278231
995	0.2344604972
996	0.2344225945
997	0.2343374234
998	0.2342861294
999	0.2342408217
